"2020년 09월 08일 13시","○","경남","창녕군","창녕군보건소","경남 창녕군 창녕읍 교리 996-1 창녕군보건소","09:00 ~ 18:00","09:00 ~ 18:00","09:00 ~ 18:00","055-530-6217",35.5437,128.49
"2020년 09월 08일 13시","○","경남","창녕군","태황의료재단한성병원","경남 창녕군 창녕읍 교리1길 2","00:00 ~ 24:00","00:00 ~ 24:00","00:00 ~ 24:00","055-530-5119",35.5421,128.493
"2020년 09월 08일 13시","○","경남","창원시","창원시 창원보건소","경남 창원시 의창구 신월동 창원보건소 96-2","09:00 ~ 18:00","09:00 ~ 12:00","09:00 ~ 12:00","055-225-4281",35.228,128.686
"2020년 09월 08일 13시","○","경남","창원시","창원경상대학교병원","창원시 성산구 삼정자로11","09:00 ~ 17:00","미운영","미운영","055-214-1000",35.1988,128.708
"2020년 09월 08일 13시","○","경남","창원시","창원파티마병원","창원시 의창구 창이대로 45","09:00 ~ 17:00","09:00 ~ 12:00","미운영","055-270-1020",35.2372,128.646
"2020년 09월 08일 13시","○","경남","창원시","한마음창원병원","창원시 성산구 원이대로 682번길 21","09:00 ~ 17:00","09:00 ~ 12:00","미운영","055-267-2000",35.221,128.687
"2020년 09월 08일 13시","○","경남","통영시","통영시보건소","경남 통영시 무전동 401-1 통영시보건소","09:00 ~ 22:00","09:00 ~ 22:00","09:00 ~ 22:00","055-650-6055",34.8599,128.432
"2020년 09월 08일 13시","○","경남","통영시","통영적십자병원 ","경남 통영시 중앙로97","09:00 ~ 18:00","09:00 ~ 12:30","미운영","055-644-8901",34.8422,128.42
"2020년 09월 08일 13시","○","경남","하동군","하동군보건소","경남 하동군 하동읍 군청로 31 하동보건소","09:00 ~ 21:00","09:00 ~ 18:00","09:00 ~ 18:00","055-882-4000",35.0667,127.753
"2020년 09월 08일 13시","○","경남","하동군","새하동병원","경상남도 하동군 하동읍 화심길 39","00:00 ~ 24:00","00:00 ~ 24:00","00:00 ~ 24:00","055-880-4200",35.083,127.739
"2020년 09월 08일 13시","○","경남","함안군","함안군보건소","경상남도 함안군 가야읍 말산리 100번지","09:00 ~ 22:00","09:00 ~ 22:00","09:00 ~ 22:00","055-580-3113",35.2757,128.41
"2020년 09월 08일 13시","○","경남","함안군","영동병원","경남 함안군 칠원읍 용산2길 45-13","09:00 ~ 18:00","09:00 ~ 12:00","미운영","055-586-2000",35.309,128.516
"2020년 09월 08일 13시","○","경남","함양군","함양군보건소","경남 함양군 함양읍 용평리 630-3","09:00 ~ 18:00","09:00 ~ 18:00","09:00 ~ 18:00","055-960-8040",35.5197,127.732
"2020년 09월 08일 13시","○","경남","함양군","함양성심병원","함양군 함양읍 고운로 70","09:00 ~ 09:00","09:00 ~ 09:00","09:00 ~ 09:00","055-963-4322",35.5203,127.729
"2020년 09월 08일 13시","○","경남","합천군","합천군보건소","경남 합천군 합천읍 합천리 524-1","08:00 ~ 22:00","09:00 ~ 22:00","09:00 ~ 22:00","055-930-3683",35.5685,128.156
"2020년 09월 08일 13시","○","경남","산청군","산청군보건의료원","경상남도 산청군 산청읍 지리 중앙로97","01:00 ~ 24:00","01:00 ~ 24:00","01:00 ~ 24:00","055-970-7582",35.4159,127.884
"2020년 09월 08일 13시","○","제주","서귀포시","서귀포시(서귀포보건소)","제주 서귀포시 서홍동 447-3","09:00 ~ 18:00","미운영","미운영","064-760-6092",33.2532,126.555
"2020년 09월 08일 13시","○","제주","서귀포시","서귀포열린병원","제주특별자치도 서귀포시 일주동로 8638","09:00 ~ 18:00","09:00 ~ 11:00","미운영","064-762-8001",33.2545,126.565
"2020년 09월 08일 13시","○","제주","서귀포시","서귀포의료원","제주특별자치도 서귀포시 장수로 47","00:00 ~ 24:00","00:00 ~ 24:00","00:00 ~ 24:00","064-730-3518",33.2561,126.563
"2020년 09월 08일 13시","○","제주","서귀포시","서귀포시(서부보건소)","제주 서귀포시 대정읍 하모리 767-8 서부보건소","09:00 ~ 16:00","09:00 ~ 16:00","09:00 ~ 16:00","064-760-6292",33.2188,126.253
"2020년 09월 08일 13시","○","제주","제주시","제주시제주보건소","제주 제주시 도남동  567-1","09:00 ~ 18:00","미운영","미운영","064-728-1410",33.4917,126.52
"2020년 09월 08일 13시","○","제주","제주시","제주한라병원","제주특별자치도 제주시 연동 도령로 65","00:00 ~ 24:00","00:00 ~ 24:00","00:00 ~ 24:00","064-740-5158",33.4898,126.485
"2020년 09월 08일 13시","○","제주","제주시","한마음병원","제주특별자치도 제주시 이도2동 연신로 52","00:00 ~ 24:00","00:00 ~ 24:00","00:00 ~ 24:00","064-750-9119",33.4964,126.546
"2020년 09월 08일 13시","○","제주","제주시","한국병원","제주특별자치도 제주시 삼도일동 서광로 193","00:00 ~ 24:00","00:00 ~ 24:00","00:00 ~ 24:00","064-750-0119",33.5004,126.517
"2020년 09월 08일 13시","○","제주","제주시","중앙병원","제주특별자치도 제주시 이호이동 월랑로 91","00:00 ~ 24:00","00:00 ~ 24:00","00:00 ~ 24:00","064-786-7119",33.4923,126.471
"2020년 09월 08일 13시","○","제주","제주시","제주시(동부보건소)","제주시 구좌읍 김녕로14길 6","09:00 ~ 18:00","미운영","미운영","064-728-4392",33.5544,126.751
"2020년 09월 08일 13시","○","제주","제주시","제주시(서부보건소)","제주특별자치도 제주시 한림읍 한림리 966-1번지 (한림리)","09:00 ~ 18:00","09:00 ~ 18:00","09:00 ~ 18:00","064-728-4142",33.4123,126.27
